Document ID,Metadata,Content
1354fcac-2892-4bd0-a5ac-83e8fccb1e1b,"{'paragraph_num': '78.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '6.', 'location_subsection': '6.4'}",The undertaking shall use an additional breakdown for the long-term time horizon when impacts or actions are expected in a period longer than 5 years if necessary to provide relevant information to users of sustainability statements .
189717c4-0265-4f34-bc65-f8afc75f7235,"{'paragraph_num': '79.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '6.', 'location_subsection': '6.4'}","If different definitions of medium- or  long-term time horizons are required for specific items of disclosure in  other ESRS, the definitions in those ESRS shall prevail."
3d2fe26b-80de-4be4-abb5-cf00d084e63e,"{'paragraph_num': '80.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '6.', 'location_subsection': '6.4'}","There may be circumstances where the use  of the medium- or long-term time horizons defined in paragraph 77  results in non-relevant information, as the undertaking uses a different  definition for (i) its processes of identification and management of  material impacts, risks and opportunities or (ii) the definition of its actions and setting targets . These circumstances may be due to  industry-specific characteristics, such as cash flow and business  cycles, the expected duration of capital investments, the time horizons  over which the users of sustainability statements conduct their assessments or the  planning horizons typically used in the undertaking’s industry for  decision-making. In these circumstances, the undertaking may adopt a  different definition of medium- and/or long- term time horizons (see  ESRS 2 BP–2, paragraph 9)."
90a682bb-638b-4cf8-8ffd-fd592307b108,"{'paragraph_num': '81.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '6.', 'location_subsection': '6.4'}","References to “short-term”, “medium-term”,  and “long-term” in ESRS refer to the time horizon as determined by the  undertaking according to the provisions in paragraphs 77 to 80."
f510e39b-7f39-4f28-a475-008887c60fca,"{'title_num': '7.', 'type': 'title_section', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': ''}",Preparation and presentation of sustainability information
9bf8fc58-2b51-43d6-b641-a79bddd5131a,"{'paragraph_num': '82.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': ''}",This chapter provides general requirements to be applied when preparing and presenting sustainability information.
8a0cfd46-2a1c-4c85-a659-4a7cd932470b,"{'title_num': '7.1', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.1'}",Presenting comparative information
fb69f583-ac13-4837-bd38-f67dba6f17aa,"{'paragraph_num': '83.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.1'}","The undertaking shall disclose comparative information in respect of the previous period for all quantitative metrics and monetary amounts disclosed in the current period. When relevant to an understanding of the current period’s sustainability statement , the undertaking shall also disclose comparative information for narrative disclosures."
802104ca-ec89-4115-94c8-b0bf674d7661,"{'paragraph_num': '84.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.1'}",When the undertaking reports comparative  information that differs from the information reported in the previous  period it shall disclose: (a) the difference between the figure reported in the previous period and the revised comparative figure; and (b) the reasons for the revision of the figure.
eb7e34fd-5af1-4a93-8e38-c18399357f93,"{'paragraph_num': '85.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.1'}","Sometimes, it is impracticable to adjust  comparative information for one or more prior periods to achieve  comparability with the current period. For example, data might not have  been collected in the prior period(s) in a way that allows either  retrospective application of a new definition of a metric or target, or  retrospective restatement to correct a prior period error, and it may be  impracticable to recreate the information (see ESRS 2 BP-2). When it is  impracticable to adjust comparative information for one or more prior  periods, the undertaking shall disclose this fact."
af17a013-63e0-4656-afbd-3ab9a92271d9,"{'paragraph_num': '86.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.1'}","When an ESRS requires the undertaking to  present more than one comparative period for a metric or datapoint, the  requirements of that ESRS shall prevail."
864b13aa-b84b-46ee-af64-d84d7d4eac06,"{'title_num': '7.2', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.2'}",Sources of estimation and outcome uncertainty
d4ced3e3-d47b-4f00-b6ff-2f8cf6987e27,"{'paragraph_num': '87.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.2'}","When quantitative metrics and monetary amounts, including upstream and downstream value chain information (see chapter 5 of this  Standard), cannot be measured directly and can only be estimated,  measurement uncertainty may arise."
1ded81e4-5bef-4040-89fe-817fd8d0ac84,"{'paragraph_num': '88.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.2'}",An undertaking shall disclose information  to enable users to understand the most significant uncertainties  affecting the quantitative metrics and monetary amounts reported in its  sustainability statement.
16e6250c-0395-4af9-a7eb-e38e434a0688,"{'paragraph_num': '89.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.2'}","The use of reasonable assumptions and estimates, including scenario or sensitivity analysis, is an  essential part of preparing sustainability-related information and does  not undermine the usefulness of that information, provided that the  assumptions and estimates are accurately described and explained. Even a  high level of measurement uncertainty would not necessarily prevent  such an assumption or estimate from providing useful information or  meeting the qualitative characteristics of information (see Appendix B  of this Standard)."
072f2296-b0f2-448c-902a-03109ca39d2a,"{'paragraph_num': '90.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.2'}",Data and assumptions used in preparing the  sustainability statement shall be consistent to the extent possible  with the corresponding financial data and assumptions used in the  undertaking’s financial statements.
af0aee60-8948-4136-bd17-4cf655283586,"{'paragraph_num': '91.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.2'}","Some ESRS require the disclosure of  information such as explanations about possible future events that have  uncertain outcomes. In judging whether information about such possible  future events is material, the undertaking shall refer to the criteria  in Chapter 3 of this Standard and consider: (a) the potential anticipated effects of the events (the possible outcome); (b) the severity  and likelihood of the impacts on people or the environment resulting  from the possible events, taking account of the factors of severity  specified in paragraph 45; and (c) the full range of possible outcomes and the likelihood of the possible outcomes within that range."
08e4dad6-134c-43bf-a091-9b760874a4a6,"{'paragraph_num': '92.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.2'}","When assessing the possible outcomes, the  undertaking shall consider all relevant facts and circumstances,  including information about low-probability and high-impact outcomes,  which, when aggregated, could become material. For example, the  undertaking might be exposed to several impacts or risks, each of which  could cause the same type of disruption, such as disruptions to the  undertaking’s supply chain . Information about an individual  source of risk might not be material if disruption from that source is  highly unlikely to occur. However, information about the aggregate risk  of supply chain disruption from all sources might be material (see ESRS 2 BP-2)."
68edf1dc-dd29-4524-8161-c2123a2e3dd8,"{'title_num': '7.3', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.3'}",Updating disclosures about events after the end of the reporting period
9aee4f25-d8db-4461-812e-9658b0ef998d,"{'paragraph_num': '93.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.3'}","In some cases, the undertaking may receive  information after the reporting period but before the management report  is approved for issuance. If such information provides evidence or  insights about conditions existing at period end, the undertaking shall,  where appropriate, update estimates and sustainability disclosures, in  the light of the new information."
8604b730-736f-4389-b3fc-5ec0359a7e86,"{'paragraph_num': '94.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.3'}","When such information provides evidence or  insights about material transactions, other events and conditions that  arise after the end of the reporting period, the undertaking shall,  where appropriate, provide narrative information indicating the  existence, nature and potential consequences of these post-year end  events."
62b9e0ba-fcf7-4f5c-bad8-ba062677614d,"{'title_num': '7.4', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.4'}",Changes in preparation or presentation of sustainability information
85551ba7-6fbb-4318-b223-6fc038deab91,"{'paragraph_num': '95.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.4'}","The definition and calculation of metrics , including metrics used to set targets and monitor progress towards them,  shall be consistent over time. The undertaking shall provide restated  comparative figures, unless it is impracticable to do so (see ESRS 2  BP-2), when it has: (a) redefined or replaced a metric or target; (b) identified new  information in relation to the estimated figures disclosed in the  preceding period and the new information provides evidence of  circumstances that existed in that period."
a912d26b-1004-4e75-af8d-f48cce98f7a3,"{'title_num': '7.5', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.5'}",Reporting errors in prior periods
bd156a22-71d8-41bf-a806-26d486aa32ed,"{'paragraph_num': '96.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.5'}","The undertaking shall correct material  prior period errors by restating the comparative amounts for the prior  period(s) disclosed, unless it is impracticable to do so. This  requirement does not extend to reporting periods before the first year  of application of ESRS by the undertaking."
c4a804ac-aa45-40e3-87a3-0f5740e69612,"{'paragraph_num': '97.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.5'}","Prior period errors are omissions from, and misstatements in, the undertaking’s sustainability statement for one or more prior periods. Such errors arise from a failure to use, or misuse of, reliable information that: (a) was available  when the management report that includes the sustainability statement  for those periods was authorised for issuance; and (b) could  reasonably be expected to have been obtained and considered in the  preparation of sustainability disclosures included in these reports."
442ef5a0-f91c-4421-93ab-dfe4d76b9e1e,"{'paragraph_num': '98.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.5'}","Such errors include: the effects of mathematical mistakes, mistakes in applying the definitions for metrics or targets , oversights or misinterpretations of facts, and fraud."
bf479e1f-4075-4574-a0c3-924812cb5532,"{'paragraph_num': '99.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.5'}","Potential errors in the current period  discovered in that period are corrected before the management report is  authorised for issuance. However, material errors are sometimes only  discovered in a subsequent period."
767d90f6-a209-4b54-9226-94f6a01d63ee,"{'paragraph_num': '100.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.5'}","When it is impracticable to determine the  effect of an error on all prior periods presented, the undertaking shall  restate the comparative information to correct the error from the  earliest date practicable. When correcting disclosures for a prior  period, the undertaking shall not use hindsight either in making  assumptions about what the management’s intentions would have been in a  prior period or in estimating the amounts disclosed in a prior period.  This requirement applies to correction of both backward-looking and  forward- looking disclosures."
39f5b455-886d-4825-bd17-0211bcd8828a,"{'paragraph_num': '101.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.5'}",Corrections of errors are distinguished  from changes in estimates. Estimates may need to be revised as  additional information becomes known (see ESRS 2 BP-2).
333cb08c-dd2b-45e6-9b91-d1109509eabd,"{'title_num': '7.6', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.6'}",Consolidated reporting and subsidiary exemption
c2025fa2-1115-4246-bc2b-012ea47ece1e,"{'paragraph_num': '102.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.6'}","When the undertaking is reporting at a consolidated level, it shall perform its assessment of material impacts, risks and opportunities for the entire consolidated group,  regardless of its group legal structure. It shall ensure that all  subsidiaries are covered in a way that allows for the unbiased  identification of material impacts, risks and opportunities. Criteria  and thresholds for assessing an impact, risk or opportunity as material  shall be determined based on chapter 3 of this Standard."
bc74e691-932a-463d-8b12-e639ea93344d,"{'paragraph_num': '103.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.6'}","Where the undertaking identifies significant differences between material impacts, risks or opportunities at group level and material impacts,  risks or opportunities of one or more of its subsidiaries, the  undertaking shall provide an adequate description of the impacts, risks  and opportunities, as appropriate, of the subsidiary or subsidiaries  concerned."
53031bc9-f22a-470e-a793-c29778a709b2,"{'paragraph_num': '104.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.6'}","When assessing whether the differences between material impacts, risks or opportunities at group level and material impacts,  risks or opportunities of one or more of its subsidiaries are  significant, the undertaking may consider different circumstances, such  as whether the subsidiary or subsidiaries operate in a different sector  than the rest of the group or the circumstances reflected in section 3.7 Level of disaggregation ."
78a7d113-0b46-460c-a918-404031a78c7b,"{'title_num': '7.7', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.7'}","Classified and sensitive information, and information on intellectual property, know-how or results of innovation"
8497e4ef-57a6-4952-8fd7-8b84848ee5e3,"{'paragraph_num': '105.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.7'}","The undertaking is not required to disclose classified information or sensitive information , even if such information is considered material."
21543f00-18ec-4e11-ae4d-0550231aab04,"{'paragraph_num': '106.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.7'}","When disclosing information about its strategy, plans and actions , where a specific piece of  information corresponding to intellectual property, know-how or the  results of innovation is relevant to meet the objective of a Disclosure  Requirement, the undertaking may nevertheless omit that specific piece  of information if it: (a) is secret in  the sense that it is not, as a body or in the precise configuration and  assembly of its components, generally known among or readily accessible  to persons within the circles that normally deal with the kind of  information in question; (b) has commercial value because it is secret; and (c) has been subject to reasonable steps by the undertaking to keep it secret."
891d9f0f-6057-4ff4-8146-8f23b5f18906,"{'paragraph_num': '107.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.7'}","If the undertaking omits classified information or sensitive information , or a specific piece of information  corresponding to intellectual property, know-how or the results of  innovation because it meets the criteria established in the previous  paragraph, it shall comply with the disclosure requirement in question  by disclosing all other required information."
404944b5-9adf-4f3b-a318-4c09848ffd55,"{'paragraph_num': '108.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.7'}","The undertaking shall make every reasonable effort to ensure that beyond the omission of the classified information or sensitive information , or of the specific piece of  information corresponding to intellectual property, know-how or the  results of innovation, the overall relevance of the disclosure in  question is not impaired."
1d4f17d6-4bd2-4fd0-b981-c57b559e7031,"{'title_num': '7.8', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.8'}",Reporting on opportunities
1618f7fb-1d83-48fd-8133-0ece7a660760,"{'paragraph_num': '109.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '7.', 'location_subsection': '7.8'}","When reporting on opportunities , the disclosure should consist of  descriptive information allowing the reader to understand the  opportunity for the undertaking or the entire sector. When reporting on  opportunities, the undertaking shall consider the materiality of the information to be disclosed. In this context, it shall consider, among other factors: (a) whether the  opportunity is currently being pursued and is incorporated in its  general strategy, as opposed to a general opportunity for the  undertaking or the sector; and (b) whether the inclusion of quantitative measures of anticipated financial effects is appropriate, taking into account the number of assumptions that it could require and consequential uncertainty."
8c4bb57d-52d8-4808-8638-9efb60f2c617,"{'title_num': '8.', 'type': 'title_section', 'location_chapter': 'ESRS 1', 'location_section': '8.', 'location_subsection': ''}",Structure of the sustainability statement
a1d3b616-a46a-4f66-987b-7efee6707b93,"{'paragraph_num': '110.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '8.', 'location_subsection': ''}","This chapter provides the basis for the presentation of the information about sustainability matters prepared in compliance with Articles 19a and 29a of Directive 2013/34/EU (i.e., the sustainability statement ) within the undertaking’s management  report. Such information is presented in a dedicated section of the  management report identified as the sustainability statement. Appendix F Example of structure of ESRS sustainability statement of this Standard provides an illustrative example of a sustainability  statement structured according to the requirements of this chapter."
3ededdb6-c668-43f6-bb10-242d9ecf4b2a,"{'title_num': '8.1', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '8.', 'location_subsection': '8.1'}",General presentation requirement
fcb0bba3-539e-4160-a9f9-e4d50109e683,"{'paragraph_num': '111.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '8.', 'location_subsection': '8.1'}","Sustainability information shall be presented: (a) in a way that  allows a distinction between information required by disclosures in ESRS  and other information included in the management report; and (b) under a structure that facilitates access to and understanding of the sustainability statement , in a format that is both human-readable and machine-readable."
2fdea396-7f3a-4de6-b452-b256bb33add0,"{'title_num': '8.2', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '8.', 'location_subsection': '8.2'}",Content and structure of the sustainability statement
57948812-e8e0-4d01-9440-001b9ab82377,"{'paragraph_num': '112.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '8.', 'location_subsection': '8.2'}","Except for the possibility to incorporate information by reference in accordance with section 9.1 Incorporation by reference of this Standard, the undertaking shall report all the applicable  disclosures required by ESRS in accordance with chapter 1 of this  Standard, within a dedicated section of the management report."
35348b91-f228-42a7-abc2-619f9a9e0752,"{'paragraph_num': '113.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '8.', 'location_subsection': '8.2'}","The undertaking shall include in its sustainability statement the disclosures pursuant to Article 8 of Regulation (EU) 2020/852 of the European Parliament and the Council ( 8 ) and to the Commission Delegated Regulations that specify the content  and other modalities of those disclosures. The undertaking shall ensure  that these disclosures are separately identifiable within the  sustainability statement. The disclosures relating to each of the  environmental objectives defined in the Taxonomy Regulation shall be  presented together in a clearly identifiable part of the environmental  section of the sustainability statement. These disclosures are not  subject to the provisions of ESRS, with the exception of this paragraph  and the first sentence of paragraph 115 of this standard."
07f3403b-007f-4e30-8cc5-f9322e3d86d7,"{'paragraph_num': '114.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '8.', 'location_subsection': '8.2'}","When the undertaking includes in its sustainability statement additional disclosures stemming from  (i) other legislation which requires the undertaking to disclose  sustainability information, or (ii) generally accepted sustainability  reporting standards and frameworks, including non-mandatory guidance and  sector-specific guidance, published by other standard-setting bodies  (such as technical material issued by the International Sustainability  Standards Board or the Global Reporting Initiative), such disclosures  shall: (a) be clearly  identified with an appropriate reference to the related legislation,  standard or framework (see ESRS 2 BP-2, paragraph 15); (b) meet the requirements for qualitative characteristics of information specified in chapter 2 and Appendix B of this standard."
e15b6461-9f1f-4a97-bc98-7451e3b79f2e,"{'paragraph_num': '115.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '8.', 'location_subsection': '8.2'}","The undertaking shall structure its sustainability statement in four parts, in the following  order: general information, environmental information (including  disclosures pursuant to Article 8 of Regulation  (EU) 2020/852), social information and governance information.  Respecting the provision in section 3.6 Material impacts or risks arising from actions to address sustainability matters of this Standard, when information provided in one part contains  information to be reported in another part, the undertaking may refer in  one part to information presented in another part, avoiding  duplications. The undertaking may apply the detailed structure  illustrated in Appendix F of this Standard."
94f1167a-c78d-4754-9388-e0f8fb8fed20,"{'paragraph_num': '116.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '8.', 'location_subsection': '8.2'}","The disclosures required by  sector-specific ESRS shall be grouped by reporting area and, where  applicable, by sustainability topic. They shall be presented alongside  the disclosures required by ESRS 2 and the corresponding topical ESRS."
e40805fd-865f-46ee-86d3-e93653cca30f,"{'paragraph_num': '117.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '8.', 'location_subsection': '8.2'}",Where the undertaking develops material  entity-specific disclosures in accordance with paragraph 11 it shall  report those disclosures alongside the most relevant sector-agnostic and  sector-specific disclosures.
b5d8edbc-0368-46ab-97a3-8b2883968835,"{'title_num': '9.', 'type': 'title_section', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': ''}",Linkages with other parts of corporate reporting and connected information
6db7f5f3-dac3-48b0-856b-0ad45ddc498a,"{'paragraph_num': '118.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': ''}","The undertaking shall provide information that enables users of its sustainability statement to understand the connections between  different pieces of information in the statement, and the connections  between the information in the sustainability statement and other  information that the undertaking discloses in other parts of its  corporate reporting."
0e1942a0-da23-4364-91fb-7a96ac254e20,"{'title_num': '9.1', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '9.1'}",Incorporation by reference
adc86f8e-ceae-435e-af47-e93d38b09735,"{'paragraph_num': '119.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '9.1'}","Provided that the conditions in paragraph  120 are met, information prescribed by a Disclosure Requirement of an  ESRS, including a specific datapoint prescribed by a Disclosure  Requirement, may be incorporated in the sustainability statement by reference to: (a) another section of the management report; (b) the financial statements; (c) the corporate governance statement (if not part of the management report); (d) the remuneration report required by Directive 2007/36/EC of the European Parliament and of the Council ( 9 ) ; (e) the universal registration document, as referred to in Article 9 of Regulation (EU) 2017/1129 ( 10 ) ; and (f) public  disclosures under Regulation (EU) No 575/2013 of the European  Parliament and of the Council (Pillar 3 disclosures) ( 11 ) .  If the undertaking incorporates by reference information from Pillar 3  disclosures, it shall ensure that the information matches the scope of  consolidation used for the sustainability statement by complementing the incorporated information with additional elements as necessary."
40865e21-a2b5-4302-a9e0-09282552f87c,"{'paragraph_num': '120.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '9.1'}","The undertaking may incorporate  information by reference to the documents, or part of the documents,  listed in paragraph 119, provided that the disclosures incorporated by  reference: (a) constitute a  separate element of information and are clearly identified in the  document concerned as addressing the relevant Disclosure Requirement, or  the relevant specific datapoint prescribed by a Disclosure Requirement; (b) are published before or at the same time as the management report; (c) are in the same language as the sustainability statement; (d) are subject to at least the same level of assurance as the sustainability statement; and (e) meet the same technical digitalisation requirements as the sustainability statement."
02ba4e63-f0e3-4f78-ab4a-e2eaa3d3b4b0,"{'paragraph_num': '121.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '9.1'}","Provided that the conditions established  in paragraph 120 are met, information prescribed by a Disclosure  Requirement of an ESRS, including a specific datapoint prescribed by a  Disclosure Requirement, may be incorporated in the sustainability statement by reference to the undertaking’s  report prepared according to EU Eco-Management and Audit Scheme (EMAS)  Regulation (EU) No 1221/2009 ( 12 ) .  In this case, the undertaking shall ensure that the information  incorporated by reference is produced using the same basis for  preparation of ESRS information, including scope of consolidation and  treatment of value chain information."
65a9b8ce-4057-4ad2-9705-22477370b17b,"{'paragraph_num': '122.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '9.1'}","In the preparation of its sustainability statement using incorporation by reference, the  undertaking shall consider the overall cohesiveness of the reported  information and ensure that the incorporation by reference does not  impair the readability of the sustainability statement. Appendix G Example of incorporation by reference of this Standard is an illustrative example of incorporation by reference (See ESRS 2 BP-2)."
cefe7297-0861-4cac-b406-66e52e3514a2,"{'title_num': '9.2', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '9.2'}",Connected information and connectivity with financial statements
00d6ede5-aee5-4312-8479-b93c721ecc29,"{'paragraph_num': '123.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '9.2'}","The undertaking shall describe the  relationships between different pieces of information. Doing so could  require connecting narrative information on governance, strategy and  risk management to related metrics and targets . For example, in providing connected  information, the undertaking may need to explain the effect or likely  effect of its strategy on its financial statements or financial plans,  or explain how its strategy relates to metrics and targets used to  measure progress against performance. Furthermore, the undertaking may  need to explain how its use of natural resources and changes within its supply chain could amplify, change or reduce its material impacts, risks and opportunities. It may need to link this information  to information about current or anticipated financial effects on its  production costs, to its strategic response to mitigate such impacts or  risks, and to its related investment in new assets. The undertaking may  also need to link narrative information to the related metrics and  targets and to information in the financial statements. Information that  describes connections shall be clear and concise."
c399235b-af43-476e-9e7b-46d30b0ecaf1,"{'paragraph_num': '124.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '9.2'}","When the sustainability statement includes monetary amounts or other quantitative data points that exceed a threshold of materiality and that are presented in the  financial statements (direct connectivity between information disclosed  in sustainability statement and information disclosed in financial  statements), the undertaking shall include a reference to the relevant  paragraph of its financial statements where the corresponding  information can be found."
3b3b549b-2186-4236-a4de-96fd634681fe,"{'paragraph_num': '125.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '9.2'}","The sustainability statement may include monetary amounts or other quantitative datapoints that exceed a threshold of materiality and that are either an aggregation  of, or a part of, monetary amounts or quantitative data presented in the  undertaking’s financial statements (indirect connectivity between  information disclosed in sustainability statement and information  disclosed in financial statements). If this is the case, the undertaking  shall explain how these amounts or datapoints in the sustainability  statement relate to the most relevant amounts presented in the financial  statements. This disclosure shall include a reference to the line  item and/or to the relevant paragraphs of its financial statements  where the corresponding information can be found. Where appropriate, a  reconciliation may be provided, and it may be presented in a tabular  form."
8d70d039-f2db-41af-bd41-d41f0acf938c,"{'paragraph_num': '126.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '9.2'}","In the case of information not covered by  paragraphs 124 and 125, the undertaking shall explain, based on a  threshold of materiality, the consistency of significant data,  assumptions, and qualitative information included in its sustainability statement with the corresponding data,  assumptions and qualitative information included in the financial  statements. This may occur when the sustainability statement includes: (a) monetary  amounts or other quantitative data linked to monetary amounts or other  quantitative data presented in the financial statements; or (b) qualitative information linked to qualitative information presented in the financial statements."
ec0b3645-af23-4f63-8ce4-89e29eefe800,"{'paragraph_num': '127.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '9.2'}","Consistency as required by paragraph 126  shall be at the level of a single datapoint and shall include a  reference to the relevant line item or paragraph of notes to the  financial statements. When significant data, assumptions and qualitative  information are not consistent, the undertaking shall state that fact  and explain the reason."
1e2cd4cb-5243-47d7-932c-825783186dee,"{'paragraph_num': '128.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '9.2'}","Examples of items for which the explanation in paragraph 126 is required, are: (a) when the same metric is presented as of the reporting date in financial statements and as a forecast for future periods in the sustainability statement ; and (b) when macroeconomic or business projections are used to develop metrics in the sustainability statement and they are also  relevant in estimating the recoverable amount of assets, the amount of  liabilities or provisions in financial statements."
b0fce3fa-4baf-471c-916a-6327ae256070,"{'paragraph_num': '129.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '9.2'}","Topical and sector-specific ESRS may  include requirements to include reconciliations or to illustrate  consistency of data and assumptions for specific Disclosure  Requirements. In such cases, the requirements in those ESRS shall  prevail."
c1b8a300-45af-418c-8456-273776337e0a,"{'title_num': '10', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '10'}",Transitional provisions
f540f54b-a8e3-465b-8f48-f30835b21015,"{'title_num': '10.1', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '10.1'}",Transitional provision related to entity-specific disclosures
33e52dfc-3889-437a-b44d-de70f4b9019d,"{'paragraph_num': '130.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '9.', 'location_subsection': '10.1'}","The extent to which sustainability matters are covered by ESRS is expected to  evolve as further Disclosure Requirements are developed. Therefore, the  need for entity-specific disclosures is likely to decrease over time, in  particular as a result of the future adoption of sector specific  standards."
