Timestamp,Query,Metadata,Content,Answer
2025-06-23 14:58:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'pretext_12'},"Pursuant to Article 48g of Directive 2013/34/EU, Member States are to ensure that that Directive’s requirements to report on income tax information apply, at the latest, from the commencement date of the first financial year starting on or after 22 June 2024. In order to provide enough time for undertakings to implement the common template and electronic reporting formats referred to in Article 48c(4) of Directive 2013/34/EU and laid down in this Regulation, a transition period is necessary.","Undertakings are required to report income tax information when the consolidated revenue on their balance sheet date exceeded a total of EUR 750,000,000 in each of the last two consecutive financial years.

Source: pretext_1."
2025-06-23 14:58:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'art_3'},Undertakings shall ensure that the visual presentation and content of the report on income tax information comply with the specifications provided for in Annex I.,"Undertakings are required to report income tax information when the consolidated revenue on their balance sheet date exceeded a total of EUR 750,000,000 in each of the last two consecutive financial years.

Source: pretext_1."
2025-06-23 14:58:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'pretext_10'},"Pursuant to Article 48b(4) of Directive 2013/34/EU, certain medium-sized and large subsidiary undertakings that are governed by the national laws of a Member State and which are controlled by an ultimate parent undertaking that is not governed by the law of a Member State, where the consolidated revenue on its balance sheet date exceeded for each of the last two consecutive financial years a total of EUR 750 000 000, are required to publish and make accessible a report on income tax information concerning that ultimate parent undertaking as regards the latter of those two consecutive financial years. If the ultimate parent undertaking does not provide all the required information, those subsidiaries are also required to draw up, publish and make accessible a statement indicating that their ultimate parent undertaking did not make the necessary information available. When drawing up such reports and statements, those subsidiaries should not be covered by the obligation to use the common template and electronic reporting format set out in this Regulation.","Undertakings are required to report income tax information when the consolidated revenue on their balance sheet date exceeded a total of EUR 750,000,000 in each of the last two consecutive financial years.

Source: pretext_1."
2025-06-23 14:58:42,At what revenue threshold does an undertaking need to report income tax information?,{'label': 'art_2'},"For the purposes of this Regulation, the following definitions shall apply: ‘report on income tax information’ means a report drawn up, published and made accessible pursuant to Article 48b(1) of Directive 2013/34/EU, and including the information referred to in Article 48c, paragraphs (2) and (3); ‘core taxonomy’ means the combined set of the taxonomy elements set out in table 2 of Annex IV and the following collection of links:(a)presentation linkbase, which groups the taxonomy elements;(b)calculation linkbase, which expresses arithmetic relationships between taxonomy elements;(c)label linkbase, which describes the meaning of each taxonomy element;(d)definition linkbase, which reflects dimensional relationships of the core taxonomy elements;‘XHTML format’ means a standard type of format in Hyper Text Markup Language (HTML) complying with the Extensible Hyper Text Markup Language (XHTML);‘Inline XBRL’ means a specification of the eXtensible Business Reporting Language (XBRL) standard developed by XBRL International.","Undertakings are required to report income tax information when the consolidated revenue on their balance sheet date exceeded a total of EUR 750,000,000 in each of the last two consecutive financial years.

Source: pretext_1."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'pretext_2'},"In accordance with Article 48b(3), undertakings or their affiliated undertakings that disclose certain reports in accordance with Article 89 of Directive 2013/36/EU of the European Parliament and of the Council(2), are not covered by the obligation in Article 48b(1) of Directive 2013/34/EU.","Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'Qualifying shareholding'},"A qualifying parent-subsidiary relationship exists if the parent company holds at least 10% of the issued shares of the subsidiary. Member States are allowed to replace, by means of bilateral agreement, this criterion by that of a holding of voting rights. Additionally, Member States are also permitted to require a minimum holding period not exceeding 2 years, but they are not allowed to require that the minimum holding period has already come to an end at the time when the profit distribution is made see Denkavit I (Case C-283/94). Member States are free to define procedures under their own national law to assure that the 2-year holding period is met.","Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'art_3'},Undertakings shall ensure that the visual presentation and content of the report on income tax information comply with the specifications provided for in Annex I.,"Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'Branch of activity'},"A branch of activity is defined as all the assets and liabilities of a division of a company which from an organizational point of view constitute an independent business, i.e. an entity capable of functioning by its own means. The  independent  operation  of  the  transferred  business must be determined primarily from a functional and only secondarily  from  a  financial  point  of  view.  The  assets transferred must be capable of operating as an independent  undertaking  without  requiring  additional  investment. The fact that a company receiving a transfer takes out a bank loan under normal market conditions cannot in itself mean that the transferred business is not independent, even if the loan is guaranteed by its shareholders. However,  if  the  financial  situation  of  the  receiving company as a whole would inevitably point to the conclusion that it would not be able to survive by its own means, the transferred business might not be regarded as independent. Such assessment as to whether or not a business is independent must be left to the national court, having regard to the particular circumstances of each case see Andersen og Jensen (Case C-43/00). As emphasized by the ECJ, the Directive does not grant EU Member States the discretion to introduce conditions beyond the ones outlined in the directive itself. Accordingly,  the  Merger  Directive  precludes  legislation  of  an EU Member State that makes the benefit of tax neutrality in case of a partial division subject to conditions (in the case at hand, e.g. reductions in the shareholding or share capital)  that  are  not  specified  in  the  Directive  ( see  GE Infrastructure Hungary Holding (Case C-318/22)).","Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'pretext_10'},"Pursuant to Article 48b(4) of Directive 2013/34/EU, certain medium-sized and large subsidiary undertakings that are governed by the national laws of a Member State and which are controlled by an ultimate parent undertaking that is not governed by the law of a Member State, where the consolidated revenue on its balance sheet date exceeded for each of the last two consecutive financial years a total of EUR 750 000 000, are required to publish and make accessible a report on income tax information concerning that ultimate parent undertaking as regards the latter of those two consecutive financial years. If the ultimate parent undertaking does not provide all the required information, those subsidiaries are also required to draw up, publish and make accessible a statement indicating that their ultimate parent undertaking did not make the necessary information available. When drawing up such reports and statements, those subsidiaries should not be covered by the obligation to use the common template and electronic reporting format set out in this Regulation.","Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'art_5'},Undertakings shall apply this Regulation to reports on income tax information for the financial years starting on or after 1 January 2025.,"Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'Anti-abuse'},The Parent-Subsidiary Directive (2011/96) has been amended by two directives to address double non-taxation concerns and abuse.,"Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'pretext_8'},"Undertakings may draw up the report so that the information required is reported on the basis of the reporting instructions for tax purposes referred to in Section III, Parts B and C, of Annex III to Council Directive 2011/16/EU(5). In such a case, undertakings should ensure that the reporting instructions are consistently applied to all the information in the report. The reporting template should allow each undertaking to specify whether the report has been prepared on the basis of the reporting instructions referred to in Section III, Parts B and C, of Annex III to Council Directive 2011/16/EU.","Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': '2.1. European company'},"Under Council Regulation 2157/2001/EC of 8 October 2001 (SE Regulation), effective from 8 October 2004, it is possible to form an SE. The SE is intended to facilitate cooperation  within  the  European  Union  and  the  crossborder  reorganization  of  companies  within  the  EEA across the frontiers of Member States. The SE Regulation applies not only to Member States, but also to EEA states. The name of an SE must be preceded or followed by the abbreviation SE. Under the SE Regulation, an SE can be established by a merger, by the formation of a holding company or by the creation of a joint subsidiary. The minimum share capital is EUR 120,000. The SE Regulation does not contain provisions concerning groups of companies. An SE is resident in the Member State of its real seat, which is not necessarily the Member State of its statutory seat. For tax purposes, SEs are treated the same as public limited liability companies that are formed under the national laws of a Member State. Losses of an SE's foreign permanent establishment  can  be  offset  against  the  SE's  profits.  If, however, such a permanent establishment becomes profitable later, those profits may be taxed in the Member State of the SE up to the amount of losses previously deducted. The SE Regulation does not contain any provisions on the tax treatment of losses suffered by subsidiaries.","Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': '3.5. Misuse of shell entities'},"The Commission, as part of its business tax agenda for the 21st century for 2021-2023 (COM(2021) 251 final), launched an initiative to tackle the abusive use of shell companies to ensure that legal entities without a substantial business presence do not benefit from tax advantages. The Commission issued a proposal for a Council directive  on  22  December  2021  ('ATAD  3')  and  opened  a feedback period which ran from 23 December 2021 to 6 April 2022. Through the use of objective indicators related to income, personnel and premises, the proposed directive aims to establish transparency standards in relation to the use of shell entities, in order to allow tax authorities to detect and prevent misuse of such entities for tax purposes and deny them certain tax benefits. As an advisory body in this procedure, the European Parliament  adopted  its  report  on  ATAD  3  proposal  on  17 January 2023 (COM(2021)0565 C9-0041/2022 -2021/0434(CNS))). The report is not legally binding for the ECOFIN but it should be taken into account while discussing and voting on the proposal.","Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'pretext_9'},"An ultimate parent undertaking or standalone undertaking that is not governed by the law of a Member State and which makes accessible to the public a report in compliance with Article 48b(6) of Directive 2013/34/EU is not under an obligation to use the template and electronic formats set out in this Regulation. For the purposes of complying with Article 48b(6), an ultimate parent undertaking or standalone undertaking not governed by the law of a Member State should make its report accessible in a machine-readable format and identify therein a single subsidiary or branch governed by the law of a Member State that has published a report in that Member State. However, there is no impediment for an ultimate parent undertaking or standalone undertaking that is not governed by the law of a Member State and its identified single subsidiary or branch governed by the law of a Member State to draw up the report in accordance with the template and electronic formats laid down by this Regulation.","Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'pretext_11'},"Pursuant to Article 48b(5) of Directive 2013/34/EU, certain branches opened in a Member State by undertakings that are not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking referred to in Article 48b(5), sixth subparagraph, point (a) of that Directive, as regards the latter of the last two consecutive financial years. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also to be required to draw up, publish and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available. When drawing up such reports and statements, those branches should not be covered by the obligation to use the common template and electronic reporting format set out in this Regulation.","Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'cit_1'},"Having regard to the Treaty on the Functioning of the European Union, Having regard to Directive 2013/34/EU of the European Parliament and of the Council of 26 June 2013 on the annual financial statements, consolidated financial statements and related reports of certain types of undertakings, amending Directive 2006/43/EC of the European Parliament and of the Council and repealing Council Directives 78/660/EEC and 83/349/EEC(1), and in particular Article 48c(4) thereof,","Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'Directive 2015/121'},"On 27 January 2015, the Council adopted the Amending Directive to the 2011 Parent-Subsidiary Directive (2015/121), which introduced a general anti-abuse provision (GAAR) into the Parent-Subsidiary Directive (2011/96). Member States had to implement this directive by 31 December 2015 at the latest. Under the GAAR, Member States shall not grant the benefits  of  the  Parent-Subsidiary  Directive  (2011/96)  to  an arrangement (or series of arrangements) which (i) has been put into place for the main purpose or one of the main purposes of obtaining a tax advantage that defeats the object or purpose of the Directive (the subjective test or the main purpose test); and (ii) is not genuine, having regard to all relevant facts and circumstances (the objective test). The subjective test is not met if the tax advantage of the structure  is  not  derived  from  the  Directive  (e.g.  avoidance of withholding tax on dividends) or no tax advantage is gained at all. The wording of the main purpose test is largely consistent with the principal purpose test set out in Action 6 of the BEPS Action Plan, which denies treaty benefits if the structure that is set up has tax avoidance as one of its main purposes. An arrangement (or series thereof) is 'not genuine' to the extent that it is not put into place for valid commercial reasons  which  reflect  economic  reality.  In  order  to  be treated as genuine, the company invoking the Directive should have sufficient substance (e.g. it conducts a material business enterprise). Application of the GAAR requires an individual examination of  the  whole  operation  at  issue.  The  competent authorities  may  not,  therefore,  confine  themselves  to applying predetermined general criteria. The imposition of  a  general  tax  measure  that  automatically  excludes certain categories of taxable persons from the tax advantage  without  the  tax  authorities  having  to  provide  evidence of fraud and abuse, would go further than what is necessary for preventing fraud and abuse. For example, the mere fact that a company residing in a Member State is  directly  or  indirectly  controlled  by  residents  of  third states does not, in itself, indicate the existence of abuse see  Deister and Juhler (Joined  Cases  C-504/16  and  C613/16) and Eqiom and Enka (Case C-6/16). Nevertheless, the tax authorities may consider some situations as indications of abuse. For example, abuse may be present if dividends received are passed on wholly or partially shortly after they are received (even where no legal obligation to pass on such dividends exists), the recipient lacks substance, or the recipient is interposed to obtain the benefits of the Parent-Subsidiary Directive (2011/96). Accordingly,  domestic  safe  harbours  (e.g.  a  minimum level of substance in order for a structure not to qualify as abuse) may not hold see T-Danmark (Cases C-116/16 and C-117/16). Member States must deny treaty benefits if an arrangement  constitutes  abuse  of  rights,  even  if  the  Member State  has  not  implemented  any  specific  anti-avoidance legislation  in  its  domestic  law.  This  requirement  flows from  the  general  EU  anti-abuse  principle  see  ZDenmark v. Skatteministeriet (C-299/16) and T-Danmark (C-116/16 and C-117/16). The GAAR does not preclude the application of domestic or agreement-based provisions required for the prevention of tax evasion, tax fraud or abuse.","Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:02,Is it mandatory to report the activities of branches that are not subsidiary undertakings,{'label': 'art_4'},"1.   When drawing up the report on income tax information, undertakings shall ensure the following:(a)the use of the XHTML format and the embedding of markups using the Inline XBRL specifications, in accordance with the applicable XBRL specifications set out in Annex II;(b)the mark-up of disclosures of information using the core taxonomy with the elements listed in Table 2 of Annex IV, in accordance with the marking up and filing requirements set out in Annex III.2.   Without prejudice to the obligations in paragraph 1, point (b), of this Article, undertakings may mark up disclosures of information using the core taxonomy with the elements listed in Table 3 of Annex IV.","Yes, it is mandatory to report the activities of branches that are not subsidiary undertakings under certain conditions. Specifically, branches opened in a Member State by undertakings not governed by the law of a Member State are required to publish and make accessible a report on income tax information concerning the ultimate parent undertaking or the standalone undertaking. If the ultimate parent or standalone undertaking does not provide all the required information, those branches are also required to draw up, publish, and make accessible a statement indicating that the ultimate parent or standalone undertaking did not make the necessary information available.

Source: pretext_11."
2025-06-23 14:59:19,How should negative income tax accrued be reported?,{'label': 'pretext_1'},"Pursuant to Article 48b(1) of Directive 2013/34/EU, Member States are to require undertakings to draw up, publish and make accessible a report on income tax information as regards the latter of the two consecutive financial years in each of which the consolidated revenue on their balance sheet date exceeded a total of EUR 750 000 000.",The sources provided do not mention specific instructions or regulations for reporting negative income tax accrued in the context of EU tax reporting regulations.
2025-06-23 14:59:19,How should negative income tax accrued be reported?,{'label': '3.4.3. General anti-abuse rule (GAAR)'},"Under  the  GAAR,  non-genuine  arrangements  or  series thereof  with  the  main  purpose  or  one  of  the  main  purposes of obtaining a tax advantage which is against the object or purpose of the applicable law are ignored for the purposes of determining the corporate tax liability. Arrangements  or  series  thereof  are  regarded  as  nongenuine  to  the  extent  that  they  are  not  based  on  valid commercial reasons, which reflect economic reality.",The sources provided do not mention specific instructions or regulations for reporting negative income tax accrued in the context of EU tax reporting regulations.
2025-06-23 14:59:19,How should negative income tax accrued be reported?,{'label': '3.4.1. Interest limitation rules'},"Interest  limitation  rules,  under  which  net  borrowing costs in  a  taxable  period,  are  only deductible  up  to  the higher of (i) 30% of the taxpayer's earnings before, interest,  tax,  depreciation  and  amortization  (EBITDA);  or (ii) EUR  3  million.  Member  States  can  allow  a  full deduction of interest expenses for standalone entities. The  net borrowing  costs are equal to the interest expenses, economically equivalent costs and costs incurred  for  the  raising  of  finance  less  taxable  interest income and economically equivalent income. Member States may allow companies belonging to a consolidated group for financial accounting purposes to calculate  their deductible  expenses  using  group  ratios. Accordingly, companies showing that their equity over asset ratio is equal to or higher than the equivalent group ratio may also fully deduct the interest. This is deemed to be the case if the equity over asset ratio is not more than 2%  lower  than  the  equivalent  ratio  of  the  worldwide group and all assets and liabilities are valued using the same method. Alternatively, Member States may allow a higher deduction calculated in two steps. First, the group ratio must be determined  by  dividing  the  excess  borrowing  costs towards third parties by the group EBITDA. Thereafter, the group ratio must be multiplied with the EBITDA of the company concerned. With respect to non-deductible interests, Member States may introduce carry-forward and carry-back possibilities for an unlimited period or a maximum of 3 years, respectively. With respect to unused interest capacity, Member States can also opt to implement a carry-forward provision for a maximum of 5 years. Member States may exclude financial undertakings from the scope of these rules, even where such financial undertakings  are  part  of  a  consolidated  group  for  financial accounting purposes. Excess interest expenses incurred on loans which were concluded before 17 June 2016 and loans used to fund certain long-term public infrastructure projects can also be excluded. Member States  that  have  sufficient  special  target  rules may postpone the implementation of the interest limitation rule until 1 January 2024.",The sources provided do not mention specific instructions or regulations for reporting negative income tax accrued in the context of EU tax reporting regulations.
2025-06-23 14:59:19,How should negative income tax accrued be reported?,{'label': '3.4.4. Controlled foreign company rules'},"CFC legislation applies  to  entities  or  permanent  establishments that meet the following conditions: The non-distributed income of a CFC must be included in the taxable income of a taxpayer. Member States may opt between the following approaches: The income to be included under the CFC rules must be calculated  in  accordance  with  the  rules  of  the  Member State where the taxpayer resides. Double taxation relief is granted through a credit for the underlying corporate tax paid by the CFC and, in the case of profit distributions and disposals of the participation in the CFC, through the deduction of the income previously included in the tax base as CFC income from the taxpayer's taxable income.",The sources provided do not mention specific instructions or regulations for reporting negative income tax accrued in the context of EU tax reporting regulations.
2025-06-23 14:59:19,How should negative income tax accrued be reported?,{'label': 'Calculation of the top-up tax'},"Where the effective tax rate (ETR) for the entities in a particular jurisdiction is below 15%, the group must pay a top-up tax to bring its rate up to 15%. The ETR is calculated  as  the  ratio  of  the  aggregate  amount  of  covered taxes  paid  in  a  jurisdiction  to  the  aggregate  amount  of qualifying  income  in  each  jurisdiction.  The  amount  of qualifying income is based on consolidated accounting results, as a starting point, with specific GloBE adjustments (e.g. exclusion of dividends from certain portfolios, timing differences, exclusion of shipping income). In the application of a substance-based carve-out, the calculation of qualifying income is reduced by an amount equal  to  5%  of  the  value  of  tangible  assets  and  5%  of payroll that the group employs in the jurisdiction (with a 10-year transitory regime with increased carve-out percentages). The amount of covered taxes does not include indirect taxes, payroll and property taxes. It is calculated from the accounting tax expense with specific GloBE adjustments.",The sources provided do not mention specific instructions or regulations for reporting negative income tax accrued in the context of EU tax reporting regulations.
2025-06-23 14:59:19,How should negative income tax accrued be reported?,{'label': 'art_4'},"1.   When drawing up the report on income tax information, undertakings shall ensure the following:(a)the use of the XHTML format and the embedding of markups using the Inline XBRL specifications, in accordance with the applicable XBRL specifications set out in Annex II;(b)the mark-up of disclosures of information using the core taxonomy with the elements listed in Table 2 of Annex IV, in accordance with the marking up and filing requirements set out in Annex III.2.   Without prejudice to the obligations in paragraph 1, point (b), of this Article, undertakings may mark up disclosures of information using the core taxonomy with the elements listed in Table 3 of Annex IV.",The sources provided do not mention specific instructions or regulations for reporting negative income tax accrued in the context of EU tax reporting regulations.
