label,content,type,location_chapter,location_section,location_subsection,location_subsection_title,pre_para_note,title_num,paragraph_num
ESRS E5 - 20,"In addition to ESRS 2 MDR-A, the undertaking may specify whether and how an action and resources cover: (a) higher levels  of resource efficiency in use of technical and biological materials and  water, particularly in relation to critical raw materials and rare  earths as listed in the Raw Materials Information System; (b) higher rates of use of secondary raw materials (recyclates); (c) application of circular design, leading to increased product durability and optimisation of use, and higher rates of: Reuse, Repair, Refurbishing, Remanufacture, Repurposing and Recycling. (d) application of circular business practices such as (i) value retention actions (maintenance, repair,  refurbishing, remanufacturing, component harvesting, upgrading and  reverse logistics, closed loop systems, second-hand retailing), (ii)  value maximisation actions (product-service systems, collaborative and  sharing economy business models), (iii) end-of-life actions ( recycling , upcycling, extended producer responsibility), and (iv) systems efficiency actions (industrial symbiosis); (e) actions taken to prevent waste generation in the undertaking’s upstream and downstream value chain; and (f) optimistation of waste management in line with the waste hierarchy .",paragraph,ESRS E5,,,Disclosure Requirement E5-2 – Actions and resources related to resource use and circular economy,,,20.
ESRS E5()(),Metrics and targets,title_subsection,ESRS E5,,,Metrics and targets,,,
ESRS E5()(),Disclosure Requirement E5-3 – Targets related to resource use and circular economy,title_subsection,ESRS E5,,,Disclosure Requirement E5-3 – Targets related to resource use and circular economy,,,
ESRS E5 - 21,The undertaking shall disclose the resource use and circular economy-related targets it has set.,paragraph,ESRS E5,,,Disclosure Requirement E5-3 – Targets related to resource use and circular economy,,,21.
ESRS E5 - 22,"The objective of this Disclosure Requirement is to enable an understanding of the targets the undertaking has adopted to support its resource use and circular economy policy and to address its material impacts, risks and opportunities.",paragraph,ESRS E5,,,Disclosure Requirement E5-3 – Targets related to resource use and circular economy,,,22.
ESRS E5 - 23,The description of the targets shall contain the information requirements defined in ESRS 2 MDR-T Tracking effectiveness of policies and actions through targets .,paragraph,ESRS E5,,,Disclosure Requirement E5-3 – Targets related to resource use and circular economy,,,23.
ESRS E5 - 24,"The disclosure required by paragraph 21 shall indicate whether and how the undertaking’s targets relate to resource inflows and resource outflows , including waste and products and materials, and, more specifically to: (a) the increase of circular product design (including for instance design for durability , dismantling, reparability, recyclability etc); (b) the increase of circular material use rate ; (c) the minimisation of primary raw material; (d) sustainable sourcing and use (in line with the cascading principle) of renewable resources; (e) the waste management , including preparation for proper treatment; and (f) other matters related to resource use or circular economy.",paragraph,ESRS E5,,,Disclosure Requirement E5-3 – Targets related to resource use and circular economy,,,24.
ESRS E5 - 25,The undertaking shall specify to which layer of the waste hierarchy the target relates.,paragraph,ESRS E5,,,Disclosure Requirement E5-3 – Targets related to resource use and circular economy,,,25.
ESRS E5 - 26,"In addition to ESRS 2 MDR-T, the undertaking may specify whether ecological thresholds and entity-specific allocations were taken into consideration when setting targets . If so, the undertaking may specify: (a) the ecological thresholds identified, and the methodology used to identify such thresholds; (b) whether or not the thresholds are entity-specific and if so, how they were determined; and (c) how responsibility for respecting identified ecological thresholds is allocated in the undertaking.",paragraph,ESRS E5,,,Disclosure Requirement E5-3 – Targets related to resource use and circular economy,,,26.
ESRS E5 - 27,"The undertaking shall specify as part of the contextual information, whether the targets it has set and presented are mandatory (required by legislation) or voluntary.",paragraph,ESRS E5,,,Disclosure Requirement E5-3 – Targets related to resource use and circular economy,,,27.
ESRS E5()(),Disclosure Requirement E5-4 – Resource inflows,title_subsection,ESRS E5,,,Disclosure Requirement E5-4 – Resource inflows,,,
ESRS E5 - 28,"The undertaking shall disclose information on its resource inflows related to its material impacts, risks and opportunities.",paragraph,ESRS E5,,,Disclosure Requirement E5-4 – Resource inflows,,,28.
ESRS E5 - 29,The objective of this Disclosure  Requirement is to enable an understanding of the resource use in the  undertaking’s own operations and its upstream value chain.,paragraph,ESRS E5,,,Disclosure Requirement E5-4 – Resource inflows,,,29.
ESRS E5 - 30,"The disclosure required by paragraph 28 shall include a description of its resource inflows where material: products (including packaging ) and materials (specifying critical  raw materials and rare earths), water and property, plant and equipment  used in the undertaking’s own operations and along its upstream value  chain.",paragraph,ESRS E5,,,Disclosure Requirement E5-4 – Resource inflows,,,30.
ESRS E5 - 31,"When an undertaking assesses that resource  inflows is a material sustainability matter, it shall disclose the  following information about the materials used to manufacture the  undertaking’s products and services during the reporting period, in  tonnes or kilogrammes: (a) the overall total weight of products and technical and biological materials used during the reporting period; (b) the percentage  of biological materials (and biofuels used for non-energy purposes) used  to manufacture the undertaking’s products and services (including packaging ) that is sustainably  sourced, with the information on the certification scheme used and on  the application of the cascading principle; and (c) the weight in  both absolute value and percentage, of secondary reused or recycled  components, secondary intermediary products and secondary materials used  to manufacture the undertaking’s products and services (including  packaging).",paragraph,ESRS E5,,,Disclosure Requirement E5-4 – Resource inflows,,,31.
ESRS E5 - 32,"The undertaking shall provide information  on the methodologies used to calculate the data. It shall specify  whether the data is sourced from direct measurement or estimations, and  disclose the key assumptions used.",paragraph,ESRS E5,,,Disclosure Requirement E5-4 – Resource inflows,,,32.
ESRS E5()(),Disclosure Requirement E5-5 – Resource outflows,title_subsection,ESRS E5,,,Disclosure Requirement E5-5 – Resource outflows,,,
ESRS E5 - 33,"The undertaking shall disclose information  on its resource outflows, including waste, related to its material  impacts, risks and opportunities.",paragraph,ESRS E5,,,Disclosure Requirement E5-5 – Resource outflows,,,33.
ESRS E5 - 34,"The objective of this Disclosure Requirement is to provide an understanding of: (a) how the undertaking contributes to the circular economy by i) designing products and materials in line with circular economy principles and ii) increasing or maximising the extent to which products, materials and waste processing are recirculated in practice after first use; and (b) the undertaking’s waste reduction and waste management strategy, the extent to which the undertaking knows how its pre-consumer waste is managed in its own activities.",paragraph,ESRS E5,,,Disclosure Requirement E5-5 – Resource outflows,,,34.
ESRS E5()(),Products and materials,title_subsection,ESRS E5,,,Products and materials,,,
ESRS E5 - 35,"The undertaking shall provide a  description of the key products and materials that come out of the  undertaking’s production process and that are designed along circular  principles, including durability , reusability, repairability, disassembly, remanufacturing, refurbishment, recycling , recirculation by the biological  cycle, or optimisation of the use of the product or material through  other circular business models.",paragraph,ESRS E5,,,Products and materials,,,35.
ESRS E5 - 36,"Undertakings for which outflows are material shall disclose: (a) The expected durability of the products placed on the market by the undertaking, in relation to the industry average for each product group; (b) The reparability of products, using an established rating system, where possible; (c) The rates of recyclable content in products and their packaging .",paragraph,ESRS E5,,,Products and materials,,,36.
ESRS E5()(),Waste,title_subsection,ESRS E5,,,Waste,,,
ESRS E5 - 37,"The undertaking shall disclose the following information on its total amount of waste from its own operations, in tonnes or kilogrammes: (a) the total amount of waste generated ; (b) the total amount by weight diverted from disposal, with a breakdown between hazardous waste and non-hazardous waste and a breakdown by the following recovery operation types: i. preparation for reuse; ii. recycling ; and iii. other recovery operations. (c) the amount by  weight directed to disposal by waste treatment type and the total amount  summing all three types, with a breakdown between hazardous waste and non-hazardous waste. The waste treatment types to be disclosed are: i. incineration ; ii. landfill; and iii. other disposal operations; (d) the total amount and percentage of non-recycled waste ( 91 ) .",paragraph,ESRS E5,,,Waste,,,37.
ESRS E5 - 38,"When disclosing the composition of the waste , the undertaking shall specify: (a) the waste  streams relevant to its sector or activities (e.g. tailings for the  undertaking in the mining sector, electronic waste for the undertaking  in the consumer electronics sector, or food waste for the undertaking in the agriculture or in the hospitality sector); and; (b) the materials  that are present in the waste (e.g. biomass, metals, non-metallic  minerals, plastics, textiles, critical raw materials and rare earths).",paragraph,ESRS E5,,,Waste,,,38.
ESRS E5 - 39,"The undertaking shall also disclose the total amount of hazardous waste and radioactive waste generated by  the undertaking, where radioactive waste is defined in Article 3(7)  of Council Directive 2011/70/Euratom ( 92 ) .",paragraph,ESRS E5,,,Waste,,,39.
ESRS E5 - 40,The undertaking shall provide contextual  information on the methodologies used to calculate the data and in  particular the criteria and assumptions used to determine and classify  products designed along circular principles under paragraph 35. It shall  specify whether the data is sourced from direct measurement or  estimations; and disclose the key assumptions used.,paragraph,ESRS E5,,,Waste,,,40.
ESRS E5()(),"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",title_subsection,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,
ESRS E5 - 41,The undertaking shall disclose the  anticipated financial effects of material risks and opportunities  arising from resource use and circular economy-related impacts.,paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,41.
ESRS E5 - 42,"The information required by paragraph 41  is in addition the information on current financial effects on the  entity’s financial position, financial performance and cash flows for  the reporting period required under ESRS 2 SBM-3 para 48 (d). The  objective of this Disclosure Requirement is to provide an understanding  of: (a) anticipated financial effects due to material risks arising from material resource use and circular economy -related impacts and dependencies and how these risks have  or could reasonably be expected to have) a material influence on the  undertaking’s financial position, financial performance performance, and  cash flows over the short-, medium- and long-term; and (b) anticipated financial effects due to material opportunities related to resource use and circular economy.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,42.
ESRS E5 - 43,"The disclosure shall include: (a) a quantification of the anticipated financial effects in monetary terms before  considering resource use and circular economy-related actions, or where  not possible without undue cost or effort, qualitative information. For financial effects arising from material  opportunities, a quantification is not required if it would result in  disclosure that does not meet the qualitative characteristics of  information (see ESRS 1 Appendix B Qualitative characteristics of information ); (b) a description  of the effects considered, the impacts and dependencies to which they  relate and the time horizons in which they are likely to materialise; (c) the critical assumptions used to quantify the anticipated financial effects , as well as the sources and level of uncertainty of those assumptions.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,43.
ESRS E5 - Appendix ,Application Requirements,paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,Appendix A
ESRS E5 - This appendix is an integral par, of the ESRS E5. It supports the application of the disclosure  requirements set out in this standard and has the same authority as the  other parts of the standard.,paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,This appendix is an integral part
ESRS E5 - ESRS 2 GENERAL DISCLOSURE,ESRS 2 GENERAL DISCLOSURES,paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,ESRS 2 GENERAL DISCLOSURES
"ESRS E5()()(-Impact, risk and opportunity management)","Impact, risk and opportunity management",pre_para_note,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,
"ESRS E5()()(-Disclosure requirement 
related to ESRS 2 IRO-1 – Description of the processes to identify and 
assess material resource use and circular economy-related impacts, risks
 and opportunities)","Disclosure requirement 
related to ESRS 2 IRO-1 – Description of the processes to identify and 
assess material resource use and circular economy-related impacts, risks
 and opportunities",pre_para_note,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,
ESRS E5 - AR 1,"When conducting a materiality assessment on environmental  subtopics, the undertaking shall assess the materiality of resource use  and circular economy in its own operations and its upstream and  downstream value chain, and may consider the four phases below, also  known as the LEAP approach: (a) Phase 1: locate where in the undertaking’s own operations and along its upstream and downstream value chain the interface with nature takes place; (b) Phase 2: evaluate the dependencies and impacts; (c) Phase 3: assess the material risks and opportunities; (d) Phase 4: prepare and report the results of the materiality assessment.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities","Disclosure requirement 
related to ESRS 2 IRO-1 – Description of the processes to identify and 
assess material resource use and circular economy-related impacts, risks
 and opportunities",,AR 1.
ESRS E5 - AR 2,"With regard to ESRS E5, phases 1 and 2 rely mainly on the materiality assessments conducted under  ESRS E1 (including energy consumption), ESRS E2 (pollution), ESRS E3  (marine resources, water consumption) and ESRS E4 (biodiversity,  ecosystems, raw materials). Indeed, circular economy eventually aims at reducing the environmental impact of the use of products, materials and other resources, minimizing waste and the release of hazardous substances and hence at reducing impacts  on nature. This application requirement focuses mainly on the third  phase of this LEAP approach, while the fourth phase addresses the  outcome of the process.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities","Disclosure requirement 
related to ESRS 2 IRO-1 – Description of the processes to identify and 
assess material resource use and circular economy-related impacts, risks
 and opportunities",,AR 2.
ESRS E5 - AR 3,"The process to assess the materiality of impacts , dependencies , risks and opportunities shall consider the provisions in ESRS 2 IRO-1 Description of the processes to identify and assess material impacts, risks and opportunities and IRO-2 Disclosure Requirements in ESRS covered by the undertaking’s sustainability statement .",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities","Disclosure requirement 
related to ESRS 2 IRO-1 – Description of the processes to identify and 
assess material resource use and circular economy-related impacts, risks
 and opportunities",,AR 3.
ESRS E5 - AR 4,"The sub-topics related to resource use and circular economy covered by the materiality assessment include: (a) resource inflows including the  circularity of material resource inflows, considering resource use  optimisation, intensity of materials and products and renewable and  non-renewable resources; (b) resource outflows related to products and services; and (c) waste , including hazardous waste and non-hazardous waste management.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities","Disclosure requirement 
related to ESRS 2 IRO-1 – Description of the processes to identify and 
assess material resource use and circular economy-related impacts, risks
 and opportunities",,AR 4.
ESRS E5 - AR 5,"In Phase 3, to assess its material risks and opportunities based on the results of Phases 1 and 2, the undertaking may: (a) identify transition risks and opportunities in its own operations and its upstream and downstream value chain , including the risk of staying in a business-as-usual scenario : i. policy and legal, e.g., bans on the extraction and use of non-renewable resources, regulations on waste treatment; ii. technology, e.g., introduction on the market of new technologies to replace existing use of products and materials; iii. market, e.g., shifting supply, demand and financing; iv. reputation, e.g. changing societal, customer or community perceptions. (b) identify physical risks including depletion of stock and use of virgin and non-virgin renewable resources, and of non-renewable resources; (c) identify opportunities categorised by: i. resource efficiency: e.g., transition to more efficient services and processes requiring less resources, eco-design for longevity ,  repair, reuse, recycle, by- products, take-back systems, decoupling  activity from extraction of materials, intensifying circular material  use, creation of a system that allows for dematerialization (e.g.,  digitisation, improving utilisation rates, weight reduction); practices  to ensure products and materials are collected, sorted, and reused,  repaired, refurbished, remanufactured; ii. markets:  e.g., demand for less resource-intense products and services, and new  consumption models such as product-as- a-service, pay-per-use, sharing,  leasing; iii. financing: e.g., access to green funds, bonds or loans; iv. resilience:  e.g., diversification of resources and business activities (e.g., start  a new business unit to recycle new materials), investing in green  infrastructures, adopting recycling and circularity mechanisms that reduce the dependencies , capability of the undertaking to safeguard future stocks and flows of resources; and v. reputation.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities","Disclosure requirement 
related to ESRS 2 IRO-1 – Description of the processes to identify and 
assess material resource use and circular economy-related impacts, risks
 and opportunities",,AR 5.
ESRS E5 - AR 6,"The undertaking may consider the following methodologies to assess its impacts, risks and opportunities in its own operations and along its upstream and downstream value chain : (a) Commission  Recommendation 2021/2279 on the use of the Environmental Footprint  methods to measure and communicate the life cycle environmental  performance of products and organizations (Annex I – Product  Environmental Footprint; Annex III – Organisation Environmental  Footprint); and (b) Material Flow Analysis (MFA) from the European Environment Agency.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities","Disclosure requirement 
related to ESRS 2 IRO-1 – Description of the processes to identify and 
assess material resource use and circular economy-related impacts, risks
 and opportunities",,AR 6.
ESRS E5 - AR 7,"When providing information on the outcome of the materiality assessment, the undertaking shall consider: (a) a list of business units associated to resource use and circular economy material impacts, risks and opportunities in the context of the products and services of the undertaking and the waste it generates; (b) a list and prioritisation of the material resources used by the undertaking; (c) the material impacts and risks of staying in business as usual; (d) the material opportunities related to a circular economy; (e) the material impacts and risks of a transition to a circular economy; and (f) the stages of the value chain where resource use, risks and negative impacts are concentrated.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities","Disclosure requirement 
related to ESRS 2 IRO-1 – Description of the processes to identify and 
assess material resource use and circular economy-related impacts, risks
 and opportunities",,AR 7.
ESRS E5()()(-Disclosure Requirement E5-1 – Policies related to resource use and circular economy),Disclosure Requirement E5-1 – Policies related to resource use and circular economy,pre_para_note,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,
ESRS E5 - AR 8,The policies described under this  Disclosure Requirement may be integrated in broader environmental or  sustainability policies covering different subtopics.,paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-1 – Policies related to resource use and circular economy,,AR 8.
ESRS E5 - AR 9,"When providing information on its policies, the undertaking shall consider whether and how its policies address: (a) the waste hierarchy : (a) prevention; (b) preparing for re-use; (c) recycling ; (d) other recovery , e.g., energy recovery; and (e) disposal. In this context, the waste treatment cannot be considered as a recovery; (b) the  prioritisation of the avoidance or minimisation waste (Re-use, Repair,  Refurbish, Remanufacture and Repurpose) over waste treatment  (Recycling). The concepts of eco-design ( 93 ) , waste as a resource or post- consumer waste (at the end of a consumer -product lifecycle), should also be taken into consideration.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-1 – Policies related to resource use and circular economy,,AR 9.
ESRS E5 - AR 10,"When defining its policies, the  undertaking may consider the Paper on “Categorisation system for the  circular economy”, which describes circular design and production  models, circular use models, circular value recovery models and circular support along the principles of the nine circular economy “R” strategies or principles: refuse, rethink, reduce, re-use, repair, refurbish, remanufacture, repurpose and recycle.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-1 – Policies related to resource use and circular economy,,AR 10.
ESRS E5()()(-Disclosure Requirement E5-2 – Actions and resources in relation to resource use and circular economy),Disclosure Requirement E5-2 – Actions and resources in relation to resource use and circular economy,pre_para_note,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,
ESRS E5 - AR 11,"When providing information under paragraph 17 and considering that resources are shared and that circular economy strategies may require collective actions, the undertaking may specify the actions taken to engage with its upstream and downstream value chain and/or its local network on the  development of collaborations or initiatives increasing the circularity  of products and materials.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-2 – Actions and resources in relation to resource use and circular economy,,AR 11.
ESRS E5 - AR 12,"In particular, the undertaking may specify the following: (a) how it contributes to circular economy, including for instance smart waste collection systems; (b) the other stakeholders involved in the collective actions : competitors, suppliers , retailers, customers, other business partners, local communities and authorities, government agencies; (c) a  description of the organisation of the collaboration or initiative,  including the specific contribution of the undertaking and the roles of  the different stakeholders in the project.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-2 – Actions and resources in relation to resource use and circular economy,,AR 12.
ESRS E5 - AR 13,The actions may cover the undertaking’s own operations and/or its upstream and downstream value chain.,paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-2 – Actions and resources in relation to resource use and circular economy,,AR 13.
ESRS E5()()(-Metrics and targets),Metrics and targets,pre_para_note,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,
ESRS E5()()(-Disclosure Requirement E5-3 - Targets related to resource use and circular economy),Disclosure Requirement E5-3 - Targets related to resource use and circular economy,pre_para_note,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,
ESRS E5 - AR 14,"If the undertaking refers to ecological thresholds to set targets , it may refer to the guidance  provided by the Science-Based Targets Initiative for Nature (SBTN) in  its interim guidance (Initial Guidance for Business, September 2020) or  any other guidance with a scientifically acknowledged methodology that  allows to set science-based targets by identifying ecological thresholds  and, if applicable, organisation-specific allocations. Ecological  thresholds can be local, national and/or global.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-3 - Targets related to resource use and circular economy,,AR 14.
ESRS E5 - AR 15,"When providing information on targets , the undertaking shall prioritise targets in absolute value.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-3 - Targets related to resource use and circular economy,,AR 15.
ESRS E5 - AR 16,"When providing information targets according to paragraph 24, the  undertaking shall consider the production phase, the use phase, and the  end of functional life of products and materials.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-3 - Targets related to resource use and circular economy,,AR 16.
ESRS E5 - AR 17,"When providing information on targets related to virgin renewable raw material under paragraph 24(c), the undertaking shall consider how those targets may impact biodiversity loss , also in light of ESRS E4.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-3 - Targets related to resource use and circular economy,,AR 17.
ESRS E5 - AR 18,"The undertaking may disclose other targets under paragraph 24(f) including  in relation to sustainable sourcing. If so, the undertaking shall  explain the definition of sustainable sourcing it has adopted and how it  relates to the objective set out in paragraph 22.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-3 - Targets related to resource use and circular economy,,AR 18.
ESRS E5 - AR 19,The targets may cover the undertaking’s own operations and/or its upstream and downstream value chain.,paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-3 - Targets related to resource use and circular economy,,AR 19.
ESRS E5 - AR 20,"The undertaking may specify whether  the target addresses shortcomings related to the Substantial  Contribution criteria for Circular Economy as defined in the delegated  acts adopted pursuant to Article 13(2) of Regulation  (EU) 2020/852. Where the Do No Significant Harm (DNSH) criteria for  Circular Economy as defined in delegated acts adopted pursuant to  Article 10(3), Article 11(3), Article 12(2),  Article 14(2), and Article 15(2) of Regulation  (EU) 2020/852 are not met, the undertaking may specify whether the  target addresses shortcomings related those DNSH criteria.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-3 - Targets related to resource use and circular economy,,AR 20.
ESRS E5()()(-Disclosure Requirement E5-4 - Resource inflows),Disclosure Requirement E5-4 - Resource inflows,pre_para_note,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,
ESRS E5 - AR 21,"Resource inflows may cover the following  categories: IT equipment, textiles, furniture, buildings, heavy  machinery, mid-weight machinery, light machinery, heavy transport,  mid-weight transport, light transport and warehousing equipment. With  regard to materials, resource inflow indicators include raw materials, associated process materials , and semi-manufactured goods or parts.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-4 - Resource inflows,,AR 21.
ESRS E5 - AR 22,"When the undertaking is subject to paragraph 31, it may also provide transparency on the materials that are sourced from by-products / waste stream (e.g., offcuts of a material that has not previously been in a product).",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-4 - Resource inflows,,AR 22.
ESRS E5 - AR 23,The denominator of the percentage  indicator required under paragraphs 31(b) and 31(c) is the overall  total weight of materials used during the reporting period.,paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-4 - Resource inflows,,AR 23.
ESRS E5 - AR 24,"The reported usage data are to  reflect the material in its original state, and not to be presented with  further data manipulation, such as reporting it as “dry weight”.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-4 - Resource inflows,,AR 24.
ESRS E5 - AR 25,"In cases where there is an overlap  between categories of reused, recycled, the undertaking shall specify  how double counting was avoided and the choices that were made.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-4 - Resource inflows,,AR 25.
ESRS E5()()(-Disclosure Requirement E5-5 - Resource outflows),Disclosure Requirement E5-5 - Resource outflows,pre_para_note,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,
ESRS E5 - AR 26,Products and materials information  to be provided under paragraph 35 refers to all materials and products  that come out of the undertaking’s production process and that a company  puts on the market (including packaging ).,paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-5 - Resource outflows,,AR 26.
ESRS E5 - AR 27,"When compiling the rate, the  undertaking shall use as denominator the overall total weight of  materials used during the reporting period.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-5 - Resource outflows,,AR 27.
ESRS E5 - AR 28,"The undertaking may disclose its engagement in product end-of-life waste management , for example through extended producer responsibility schemes or take-back schemes.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-5 - Resource outflows,,AR 28.
ESRS E5 - AR 29,"Type of waste is to be understood as hazardous waste or non-hazardous waste. Some specific waste, such as radioactive waste, may also be presented as a separate type.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-5 - Resource outflows,,AR 29.
ESRS E5 - AR 30,"When considering the waste streams relevant to its sectors  or activities, the undertaking may consider the list of waste  descriptions from the European Waste Catalogue.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-5 - Resource outflows,,AR 30.
ESRS E5 - AR 31,Examples of other types of recovery operations under paragraph 37(b)iii may be found in Annex II of Directive 2008/98/EC (Waste Framework Directive).,paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-5 - Resource outflows,,AR 31.
ESRS E5 - AR 32,Examples of other types of disposal  operations under paragraph 37(c)iii may be found in Annex I of  Directive 2008/98/EC (Waste Framework Directive).,paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-5 - Resource outflows,,AR 32.
